,Bedrooms,Capacity,Price,Review_Count,Room_Type,Star_Rating,Avg_Price,log_Price,log_Avg_Price,log_Review_Count,Has_Star_Rating,City_NY,City_SF
6,1.0,1,89,98,1,4.5,97.5573770492,4.48863636973,4.46457590193,4.58496747867,1,1.0,0.0
7,1.0,4,85,1,1,0.0,97.5573770492,4.44265125649,4.46457590193,0.0,0,1.0,0.0
8,1.0,4,165,10,2,4.5,97.5573770492,5.1059454739,4.46457590193,2.30258509299,1,1.0,0.0
9,1.0,2,75,23,1,4.5,97.5573770492,4.31748811354,4.46457590193,3.13549421593,1,1.0,0.0
10,1.0,2,125,10,1,5.0,97.5573770492,4.8283137373,4.46457590193,2.30258509299,1,1.0,0.0
11,1.0,2,71,14,1,4.0,97.5573770492,4.26267987704,4.46457590193,2.63905732962,1,1.0,0.0
12,0.0,5,102,12,2,5.0,97.5573770492,4.62497281328,4.46457590193,2.48490664979,1,1.0,0.0
13,1.0,2,84,29,1,5.0,97.5573770492,4.43081679884,4.46457590193,3.36729582999,1,1.0,0.0
14,1.0,2,39,32,1,4.5,97.5573770492,3.66356164613,4.46457590193,3.4657359028,1,1.0,0.0
15,1.0,2,170,3,2,4.5,97.5573770492,5.13579843705,4.46457590193,1.09861228867,1,1.0,0.0
16,1.0,3,139,88,2,4.5,97.5573770492,4.93447393313,4.46457590193,4.47733681448,1,1.0,0.0
17,1.0,2,224,7,2,5.0,97.5573770492,5.41164605186,4.46457590193,1.94591014906,1,1.0,0.0
0,0.0,2,130,11,2,5.0,97.5573770492,4.86753445046,4.46457590193,2.3978952728,1,1.0,0.0
1,1.0,2,79,2,1,0.0,97.5573770492,4.36944785247,4.46457590193,0.69314718056,0,1.0,0.0
2,1.0,2,100,3,1,5.0,97.5573770492,4.60517018599,4.46457590193,1.09861228867,1,1.0,0.0
3,1.0,2,85,0,1,0.0,97.5573770492,4.44265125649,4.46457590193,0.0,0,1.0,0.0
4,1.0,3,100,14,1,4.5,97.5573770492,4.60517018599,4.46457590193,2.63905732962,1,1.0,0.0
5,1.0,2,120,1,2,0.0,97.5573770492,4.78749174278,4.46457590193,0.0,0,1.0,0.0
6,1.0,2,99,12,1,5.0,97.5573770492,4.59511985013,4.46457590193,2.48490664979,1,1.0,0.0
7,1.0,2,105,18,2,5.0,97.5573770492,4.65396035016,4.46457590193,2.8903717579,1,1.0,0.0
8,1.0,2,90,11,2,5.0,97.5573770492,4.49980967033,4.46457590193,2.3978952728,1,1.0,0.0
9,1.0,2,90,18,1,5.0,97.5573770492,4.49980967033,4.46457590193,2.8903717579,1,1.0,0.0
10,1.0,2,104,81,1,4.5,97.5573770492,4.64439089914,4.46457590193,4.39444915467,1,1.0,0.0
11,1.0,3,110,2,2,0.0,97.5573770492,4.70048036579,4.46457590193,0.69314718056,0,1.0,0.0
12,1.0,2,138,0,2,0.0,97.5573770492,4.92725368516,4.46457590193,0.0,0,1.0,0.0
13,1.0,1,68,54,1,5.0,97.5573770492,4.21950770518,4.46457590193,3.98898404656,1,1.0,0.0
14,1.0,1,50,2,1,0.0,97.5573770492,3.91202300543,4.46457590193,0.69314718056,0,1.0,0.0
15,1.0,2,89,39,1,5.0,97.5573770492,4.48863636973,4.46457590193,3.66356164613,1,1.0,0.0
16,1.0,2,80,10,2,5.0,97.5573770492,4.38202663467,4.46457590193,2.30258509299,1,1.0,0.0
17,1.0,1,65,114,1,4.5,97.5573770492,4.1743872699,4.46457590193,4.73619844839,1,1.0,0.0
0,0.0,2,70,20,2,5.0,97.5573770492,4.24849524205,4.46457590193,2.99573227355,1,1.0,0.0
1,1.0,2,80,2,1,0.0,97.5573770492,4.38202663467,4.46457590193,0.69314718056,0,1.0,0.0
2,2.0,4,110,4,2,5.0,97.5573770492,4.70048036579,4.46457590193,1.38629436112,1,1.0,0.0
3,1.0,1,65,2,1,0.0,97.5573770492,4.1743872699,4.46457590193,0.69314718056,0,1.0,0.0
4,1.0,2,60,2,1,0.0,97.5573770492,4.09434456222,4.46457590193,0.69314718056,0,1.0,0.0
